v,0,4
v,1,3
v,2,13
v,3,6
v,4,5
v,5,8
v,6,7
v,7,11
v,8,5
v,9,9
v,10,5
v,11,4
v,12,19
v,13,28
v,14,16
v,15,10
v,16,18
v,17,10
v,18,18
v,19,10
v,20,5
v,21,5
v,22,7
v,23,5
v,24,5
v,25,7
v,26,5
v,27,16
v,28,21
v,29,16
v,30,16
v,31,2
v,32,2
v,33,2
v,35,1
v,-1,0
v,-2,0
v,-3,0
v,-4,0
e,0,-3
e,1,-2
e,2,3
e,3,4
e,3,13
e,4,10
e,5,8
e,6,9
e,6,7
e,7,8
e,8,6
e,8,9
e,9,10
e,10,5
e,10,11
e,11,32
e,11,12
e,12,31
e,13,14
e,13,15
e,14,15
e,15,16
e,15,17
e,16,17
e,17,18
e,17,19
e,18,19
e,19,20
e,20,22
e,21,22
e,22,21
e,22,23
e,23,25
e,24,25
e,25,24
e,25,26
e,26,28
e,26,27
e,27,20
e,28,29
e,28,30
e,29,31
e,30,31
e,31,3
e,32,33
e,33,-4
e,35,1
